problem,pdf_page,layout,player_to_move,black_stones,white_stones,filename
1589,178,partial-13x19,Black,19,20,problem-1589.sgf
1590,178,partial-13x19,Black,17,18,problem-1590.sgf
1591,178,partial-13x19,Black,18,20,problem-1591.sgf
1592,178,partial-13x19,Black,5,6,problem-1592.sgf
1593,178,partial-13x19,Black,6,7,problem-1593.sgf
1594,179,partial-13x19,Black,9,9,problem-1594.sgf
1595,179,partial-13x19,Black,16,18,problem-1595.sgf
1596,179,partial-13x19,Black,13,16,problem-1596.sgf
1597,179,partial-13x19,Black,20,21,problem-1597.sgf
1598,179,partial-13x19,Black,15,15,problem-1598.sgf
1599,179,partial-13x19,Black,16,13,problem-1599.sgf
1600,179,partial-13x19,Black,13,15,problem-1600.sgf
1601,179,partial-13x19,Black,14,12,problem-1601.sgf
1602,179,partial-13x19,Black,22,18,problem-1602.sgf
1603,180,partial-13x19,Black,5,3,problem-1603.sgf
1604,180,partial-13x19,Black,7,7,problem-1604.sgf
1605,180,partial-13x19,Black,8,7,problem-1605.sgf
1606,180,partial-13x19,Black,7,7,problem-1606.sgf
1607,180,partial-13x19,Black,9,9,problem-1607.sgf
1608,180,partial-13x19,Black,10,9,problem-1608.sgf
1609,180,partial-13x19,Black,11,14,problem-1609.sgf
1610,180,partial-13x19,Black,14,15,problem-1610.sgf
1611,180,partial-13x19,Black,7,10,problem-1611.sgf
1612,181,partial-13x19,Black,14,13,problem-1612.sgf
1613,181,partial-13x19,Black,9,9,problem-1613.sgf
1614,181,partial-13x19,Black,8,8,problem-1614.sgf
1615,181,partial-13x19,Black,9,7,problem-1615.sgf
1616,181,partial-13x19,Black,8,8,problem-1616.sgf
1617,181,partial-13x19,Black,9,10,problem-1617.sgf
1618,181,partial-13x19,Black,8,8,problem-1618.sgf
1619,181,partial-13x19,Black,8,9,problem-1619.sgf
1620,181,partial-13x19,Black,9,10,problem-1620.sgf
1621,182,partial-13x19,Black,9,9,problem-1621.sgf
1622,182,partial-13x19,Black,11,10,problem-1622.sgf
1623,182,partial-13x19,Black,13,12,problem-1623.sgf
1624,182,partial-13x19,Black,12,13,problem-1624.sgf
1625,182,partial-13x19,Black,18,17,problem-1625.sgf
1626,182,partial-13x19,Black,16,17,problem-1626.sgf
1627,182,partial-13x19,Black,14,14,problem-1627.sgf
1628,182,partial-13x19,Black,20,12,problem-1628.sgf
1629,182,partial-13x19,Black,6,10,problem-1629.sgf
1630,183,partial-13x19,Black,9,10,problem-1630.sgf
1631,183,partial-13x19,Black,8,8,problem-1631.sgf
1632,183,partial-13x19,Black,17,18,problem-1632.sgf
1633,183,partial-13x19,Black,17,16,problem-1633.sgf
1634,183,partial-13x19,Black,14,11,problem-1634.sgf
1635,183,partial-13x19,Black,12,15,problem-1635.sgf
1636,183,partial-13x19,Black,20,18,problem-1636.sgf
1637,183,partial-13x19,Black,17,17,problem-1637.sgf
1638,183,partial-13x19,Black,10,11,problem-1638.sgf
1639,184,partial-13x19,Black,10,11,problem-1639.sgf
1640,184,partial-13x19,Black,5,9,problem-1640.sgf
1641,184,partial-13x19,Black,4,8,problem-1641.sgf
1642,184,partial-13x19,Black,9,6,problem-1642.sgf
1643,184,partial-13x19,Black,8,13,problem-1643.sgf
1644,184,partial-13x19,Black,9,6,problem-1644.sgf
1645,184,partial-13x19,Black,8,5,problem-1645.sgf
1646,184,partial-13x19,Black,7,10,problem-1646.sgf
1647,184,partial-13x19,Black,7,10,problem-1647.sgf
1648,185,partial-13x19,Black,10,7,problem-1648.sgf
1649,185,partial-13x19,Black,8,5,problem-1649.sgf
1650,185,partial-13x19,Black,5,9,problem-1650.sgf
1651,185,partial-13x19,Black,7,11,problem-1651.sgf
1652,185,partial-13x19,Black,9,6,problem-1652.sgf
1653,185,partial-13x19,Black,9,5,problem-1653.sgf
1654,185,partial-13x19,Black,9,6,problem-1654.sgf
1655,185,partial-13x19,Black,9,12,problem-1655.sgf
1656,185,partial-13x19,Black,11,6,problem-1656.sgf
1657,186,partial-13x19,White,11,7,problem-1657.sgf
1658,186,partial-13x19,Black,11,6,problem-1658.sgf
1659,186,partial-13x19,White,8,12,problem-1659.sgf
1660,186,partial-13x19,Black,12,7,problem-1660.sgf
1661,186,partial-13x19,Black,12,7,problem-1661.sgf
1662,186,partial-13x19,Black,13,8,problem-1662.sgf
1663,186,partial-13x19,Black,8,14,problem-1663.sgf
1664,186,partial-13x19,Black,14,8,problem-1664.sgf
1665,186,partial-13x19,Black,10,16,problem-1665.sgf
1666,187,partial-13x19,Black,13,16,problem-1666.sgf
1667,187,partial-13x19,Black,14,9,problem-1667.sgf
1668,187,partial-13x19,Black,12,18,problem-1668.sgf
1669,187,partial-13x19,Black,9,14,problem-1669.sgf
1670,187,partial-13x19,Black,10,15,problem-1670.sgf
1671,187,partial-13x19,Black,10,10,problem-1671.sgf
1672,187,partial-13x19,Black,14,8,problem-1672.sgf
1673,187,partial-13x19,Black,14,10,problem-1673.sgf
1674,187,partial-13x19,Black,14,18,problem-1674.sgf
1675,188,partial-13x19,Black,9,5,problem-1675.sgf
1676,188,partial-13x19,Black,8,12,problem-1676.sgf
1677,188,partial-13x19,Black,10,15,problem-1677.sgf
1678,188,partial-13x19,Black,17,11,problem-1678.sgf
1679,188,partial-13x19,Black,17,12,problem-1679.sgf
1680,188,partial-13x19,Black,10,17,problem-1680.sgf
1681,188,partial-13x19,Black,16,9,problem-1681.sgf
1682,188,partial-13x19,Black,4,7,problem-1682.sgf
1683,188,partial-13x19,Black,8,4,problem-1683.sgf
1684,189,partial-13x19,Black,9,6,problem-1684.sgf
1685,189,partial-13x19,Black,10,6,problem-1685.sgf
1686,189,partial-13x19,Black,9,6,problem-1686.sgf
1687,189,partial-13x19,Black,7,11,problem-1687.sgf
1688,189,partial-13x19,Black,10,7,problem-1688.sgf
1689,189,partial-13x19,Black,11,9,problem-1689.sgf
1690,189,partial-13x19,Black,12,9,problem-1690.sgf
1691,189,partial-13x19,Black,11,10,problem-1691.sgf
1692,189,partial-13x19,Black,15,10,problem-1692.sgf
1693,190,partial-13x19,Black,14,10,problem-1693.sgf
1694,190,partial-13x19,Black,16,12,problem-1694.sgf
1695,190,partial-13x19,Black,7,8,problem-1695.sgf
1696,190,partial-13x19,Black,7,8,problem-1696.sgf
1697,190,partial-13x19,Black,7,9,problem-1697.sgf
1698,190,partial-13x19,Black,14,12,problem-1698.sgf
1699,190,partial-13x19,Black,13,11,problem-1699.sgf
1700,190,partial-13x19,Black,18,16,problem-1700.sgf
1701,190,partial-13x19,Black,6,9,problem-1701.sgf
1702,191,partial-13x19,Black,7,6,problem-1702.sgf
1703,191,partial-13x19,Black,6,10,problem-1703.sgf
1704,191,partial-13x19,Black,6,7,problem-1704.sgf
1705,191,partial-13x19,Black,7,6,problem-1705.sgf
1706,191,partial-13x19,Black,9,13,problem-1706.sgf
1707,191,partial-13x19,Black,8,11,problem-1707.sgf
1708,191,partial-13x19,Black,9,11,problem-1708.sgf
1709,191,partial-13x19,Black,9,10,problem-1709.sgf
1710,191,partial-13x19,Black,15,11,problem-1710.sgf
1711,192,partial-13x19,Black,16,15,problem-1711.sgf
1712,192,partial-13x19,Black,7,8,problem-1712.sgf
1713,192,partial-13x19,Black,9,8,problem-1713.sgf
1714,192,partial-13x19,Black,10,12,problem-1714.sgf
1715,192,partial-13x19,Black,5,8,problem-1715.sgf
1716,192,partial-13x19,Black,16,15,problem-1716.sgf
1717,192,partial-13x19,Black,4,3,problem-1717.sgf
1718,192,partial-13x19,Black,4,3,problem-1718.sgf
1719,192,partial-13x19,Black,4,5,problem-1719.sgf
1720,193,partial-13x19,Black,5,5,problem-1720.sgf
1721,193,partial-13x19,Black,4,4,problem-1721.sgf
1722,193,partial-13x19,Black,4,3,problem-1722.sgf
1723,193,partial-13x19,Black,4,4,problem-1723.sgf
1724,193,partial-13x19,Black,5,7,problem-1724.sgf
1725,193,partial-13x19,Black,6,3,problem-1725.sgf
1726,193,partial-13x19,Black,6,6,problem-1726.sgf
1727,193,partial-13x19,Black,8,8,problem-1727.sgf
1728,193,partial-13x19,Black,7,6,problem-1728.sgf
1729,194,partial-13x19,Black,10,8,problem-1729.sgf
1730,194,partial-13x19,Black,12,13,problem-1730.sgf
1731,194,partial-13x19,Black,24,19,problem-1731.sgf
1732,194,partial-13x19,Black,7,4,problem-1732.sgf
1733,194,partial-13x19,Black,9,8,problem-1733.sgf
1734,194,partial-13x19,Black,15,16,problem-1734.sgf
1735,194,partial-13x19,Black,8,13,problem-1735.sgf
1736,194,partial-13x19,Black,9,12,problem-1736.sgf
1737,194,partial-13x19,Black,12,10,problem-1737.sgf
1738,195,partial-13x19,Black,12,11,problem-1738.sgf
1739,195,partial-13x19,Black,12,11,problem-1739.sgf
1740,195,partial-13x19,Black,5,4,problem-1740.sgf
1741,195,partial-13x19,Black,8,8,problem-1741.sgf
1742,195,partial-13x19,Black,11,14,problem-1742.sgf
1743,195,partial-13x19,Black,11,11,problem-1743.sgf
1744,195,partial-13x19,Black,15,15,problem-1744.sgf
1745,195,partial-13x19,Black,18,15,problem-1745.sgf
1746,195,partial-13x19,Black,9,7,problem-1746.sgf
1747,196,partial-13x19,Black,15,14,problem-1747.sgf
1748,196,partial-13x19,Black,15,14,problem-1748.sgf
1749,196,partial-13x19,Black,11,12,problem-1749.sgf
1750,196,partial-13x19,Black,10,11,problem-1750.sgf
1751,196,partial-13x19,Black,11,10,problem-1751.sgf
1752,196,partial-13x19,Black,13,18,problem-1752.sgf
1753,196,partial-13x19,Black,8,7,problem-1753.sgf
1754,196,partial-13x19,Black,9,9,problem-1754.sgf
1755,196,partial-13x19,Black,9,9,problem-1755.sgf
1756,197,partial-13x19,Black,11,11,problem-1756.sgf
1757,197,partial-13x19,Black,12,10,problem-1757.sgf
1758,197,partial-13x19,Black,15,14,problem-1758.sgf
1759,197,partial-13x19,White,19,15,problem-1759.sgf
1760,197,partial-13x19,Black,18,18,problem-1760.sgf
1761,197,partial-13x19,Black,20,20,problem-1761.sgf
1762,197,partial-13x19,Black,10,10,problem-1762.sgf
1763,197,partial-13x19,Black,8,13,problem-1763.sgf
1764,197,partial-13x19,Black,7,8,problem-1764.sgf
1765,198,partial-13x19,Black,10,11,problem-1765.sgf
1766,198,partial-13x19,Black,10,12,problem-1766.sgf
1767,198,partial-13x19,Black,4,4,problem-1767.sgf
1768,198,partial-13x19,Black,5,3,problem-1768.sgf
1769,198,partial-13x19,Black,4,5,problem-1769.sgf
1770,198,partial-13x19,Black,4,6,problem-1770.sgf
1771,198,partial-13x19,Black,5,5,problem-1771.sgf
1772,198,partial-13x19,Black,5,3,problem-1772.sgf
1773,198,partial-13x19,Black,7,5,problem-1773.sgf
1774,199,partial-13x19,Black,8,8,problem-1774.sgf
1775,199,partial-13x19,Black,8,6,problem-1775.sgf
1776,199,partial-13x19,Black,9,9,problem-1776.sgf
1777,199,partial-13x19,Black,9,11,problem-1777.sgf
1778,199,partial-13x19,Black,17,19,problem-1778.sgf
1779,199,partial-13x19,Black,6,8,problem-1779.sgf
1780,199,partial-13x19,Black,6,7,problem-1780.sgf
1781,199,partial-13x19,Black,11,8,problem-1781.sgf
1782,199,partial-13x19,Black,11,17,problem-1782.sgf
1783,200,partial-13x19,Black,10,10,problem-1783.sgf
1784,200,partial-13x19,Black,15,10,problem-1784.sgf
1785,200,partial-13x19,Black,7,11,problem-1785.sgf
1786,200,partial-13x19,Black,12,13,problem-1786.sgf
1787,200,partial-13x19,Black,6,4,problem-1787.sgf
1788,200,partial-13x19,Black,10,11,problem-1788.sgf
1789,200,partial-13x19,Black,12,12,problem-1789.sgf
1790,200,partial-13x19,Black,9,5,problem-1790.sgf
1791,200,partial-13x19,Black,5,5,problem-1791.sgf
1792,201,partial-13x19,Black,4,4,problem-1792.sgf
1793,201,partial-13x19,Black,6,5,problem-1793.sgf
1794,201,partial-13x19,Black,8,8,problem-1794.sgf
1795,201,partial-13x19,Black,7,8,problem-1795.sgf
1796,201,partial-13x19,Black,9,9,problem-1796.sgf
1797,201,partial-13x19,Black,11,12,problem-1797.sgf
1798,201,partial-13x19,Black,7,11,problem-1798.sgf
1799,201,partial-13x19,Black,12,13,problem-1799.sgf
1800,201,partial-13x19,Black,13,14,problem-1800.sgf
1801,202,partial-13x19,Black,13,16,problem-1801.sgf
1802,202,partial-13x19,Black,21,15,problem-1802.sgf
1803,202,partial-13x19,Black,11,15,problem-1803.sgf
1804,202,partial-13x19,Black,12,17,problem-1804.sgf
1805,202,partial-13x19,Black,10,10,problem-1805.sgf
1806,202,partial-13x19,Black,9,11,problem-1806.sgf
1807,202,partial-13x19,Black,4,5,problem-1807.sgf
1808,202,partial-13x19,Black,6,10,problem-1808.sgf
1809,202,partial-13x19,Black,9,12,problem-1809.sgf
1810,203,partial-13x19,Black,21,21,problem-1810.sgf
1811,203,partial-13x19,Black,4,8,problem-1811.sgf
1812,203,partial-13x19,Black,14,9,problem-1812.sgf
1813,203,partial-13x19,Black,8,7,problem-1813.sgf
1814,203,partial-13x19,Black,16,13,problem-1814.sgf
1815,203,partial-13x19,Black,8,10,problem-1815.sgf
1816,203,partial-13x19,Black,5,7,problem-1816.sgf
1817,203,partial-13x19,Black,10,11,problem-1817.sgf
1818,203,partial-13x19,Black,11,7,problem-1818.sgf
1819,204,partial-13x19,Black,6,3,problem-1819.sgf
1820,204,partial-13x19,Black,9,6,problem-1820.sgf
1821,204,partial-13x19,Black,9,6,problem-1821.sgf
1822,204,partial-13x19,Black,5,9,problem-1822.sgf
1823,204,partial-13x19,Black,6,9,problem-1823.sgf
1824,204,partial-13x19,Black,9,12,problem-1824.sgf
1825,204,partial-13x19,Black,11,8,problem-1825.sgf
1826,204,partial-13x19,Black,12,8,problem-1826.sgf
1827,204,partial-13x19,Black,4,5,problem-1827.sgf
1828,205,partial-13x19,Black,6,7,problem-1828.sgf
1829,205,partial-13x19,Black,9,11,problem-1829.sgf
1830,205,partial-13x19,Black,7,10,problem-1830.sgf
1831,205,partial-13x19,Black,9,15,problem-1831.sgf
1832,205,partial-13x19,Black,13,10,problem-1832.sgf
1833,205,partial-13x19,Black,16,11,problem-1833.sgf
1834,205,partial-13x19,Black,20,15,problem-1834.sgf
1835,205,partial-13x19,Black,4,3,problem-1835.sgf
1836,205,partial-13x19,Black,4,4,problem-1836.sgf
1837,206,partial-13x19,Black,4,6,problem-1837.sgf
1838,206,partial-13x19,Black,5,3,problem-1838.sgf
1839,206,partial-13x19,Black,6,4,problem-1839.sgf
1840,206,partial-13x19,Black,6,4,problem-1840.sgf
1841,206,partial-13x19,Black,6,6,problem-1841.sgf
1842,206,partial-13x19,Black,7,6,problem-1842.sgf
1843,206,partial-13x19,Black,7,7,problem-1843.sgf
1844,206,partial-13x19,Black,9,6,problem-1844.sgf
1845,206,partial-13x19,Black,10,9,problem-1845.sgf
1846,207,partial-13x19,Black,6,3,problem-1846.sgf
1847,207,partial-13x19,Black,7,11,problem-1847.sgf
1848,207,partial-13x19,Black,11,10,problem-1848.sgf
1849,207,partial-13x19,White,10,11,problem-1849.sgf
1850,207,partial-13x19,Black,14,16,problem-1850.sgf
1851,207,partial-13x19,Black,4,2,problem-1851.sgf
1852,207,partial-13x19,Black,5,5,problem-1852.sgf
1853,207,partial-13x19,Black,6,4,problem-1853.sgf
1854,207,partial-13x19,Black,6,4,problem-1854.sgf
1855,208,partial-13x19,Black,7,5,problem-1855.sgf
1856,208,partial-13x19,Black,8,7,problem-1856.sgf
1857,208,partial-13x19,Black,10,8,problem-1857.sgf
1858,208,partial-13x19,Black,8,8,problem-1858.sgf
1859,208,partial-13x19,Black,14,14,problem-1859.sgf
1860,208,partial-13x19,Black,11,11,problem-1860.sgf
1861,208,partial-13x19,Black,4,4,problem-1861.sgf
1862,208,partial-13x19,Black,5,5,problem-1862.sgf
1863,208,partial-13x19,Black,8,6,problem-1863.sgf
1864,209,partial-13x19,Black,20,15,problem-1864.sgf
1865,209,partial-13x19,Black,13,13,problem-1865.sgf
1866,209,partial-13x19,Black,23,20,problem-1866.sgf
1867,209,partial-13x19,Black,9,7,problem-1867.sgf
1868,209,partial-13x19,Black,18,14,problem-1868.sgf
1869,209,partial-13x19,Black,2,2,problem-1869.sgf
1870,209,partial-13x19,Black,2,3,problem-1870.sgf
1871,209,partial-13x19,Black,4,5,problem-1871.sgf
1872,209,partial-13x19,Black,6,9,problem-1872.sgf
1873,210,partial-13x19,Black,5,8,problem-1873.sgf
1874,210,partial-13x19,Black,10,12,problem-1874.sgf
1875,210,partial-13x19,Black,5,4,problem-1875.sgf
1876,210,partial-13x19,Black,19,16,problem-1876.sgf
1877,210,partial-13x19,Black,6,3,problem-1877.sgf
1878,210,partial-13x19,Black,11,14,problem-1878.sgf
1879,210,partial-13x19,Black,14,17,problem-1879.sgf
1880,210,partial-13x19,Black,12,16,problem-1880.sgf
1881,210,partial-13x19,Black,8,10,problem-1881.sgf
1882,211,partial-13x19,Black,16,17,problem-1882.sgf
1883,211,partial-13x19,Black,8,6,problem-1883.sgf
1884,211,partial-13x19,Black,11,13,problem-1884.sgf
1885,211,partial-13x19,Black,14,10,problem-1885.sgf
1886,211,partial-13x19,Black,13,12,problem-1886.sgf
1887,211,partial-13x19,Black,11,5,problem-1887.sgf
1888,211,partial-13x19,Black,8,10,problem-1888.sgf
1889,211,partial-13x19,Black,11,9,problem-1889.sgf
1890,211,partial-13x19,Black,13,11,problem-1890.sgf
1891,212,partial-13x19,Black,6,8,problem-1891.sgf
1892,212,partial-13x19,Black,8,8,problem-1892.sgf
1893,212,partial-13x19,Black,6,7,problem-1893.sgf
1894,212,partial-13x19,Black,6,4,problem-1894.sgf
1895,212,partial-13x19,Black,10,9,problem-1895.sgf
1896,212,partial-13x19,Black,12,13,problem-1896.sgf
1897,212,partial-13x19,Black,15,15,problem-1897.sgf
1898,212,partial-13x19,Black,13,13,problem-1898.sgf
1899,212,partial-13x19,Black,17,19,problem-1899.sgf
1900,213,partial-13x19,Black,6,10,problem-1900.sgf
1901,213,partial-13x19,Black,12,8,problem-1901.sgf
1902,213,partial-13x19,Black,8,10,problem-1902.sgf
1903,213,partial-13x19,Black,10,9,problem-1903.sgf
1904,213,partial-13x19,Black,13,15,problem-1904.sgf
1905,213,partial-13x19,Black,18,18,problem-1905.sgf
1906,213,partial-13x19,Black,15,16,problem-1906.sgf
1907,213,partial-13x19,White,16,17,problem-1907.sgf
1908,213,partial-13x19,Black,18,16,problem-1908.sgf
1909,214,partial-13x19,White,9,9,problem-1909.sgf
1910,214,partial-13x19,Black,8,8,problem-1910.sgf
1911,214,partial-13x19,Black,10,11,problem-1911.sgf
1912,214,partial-13x19,Black,9,11,problem-1912.sgf
1913,214,partial-13x19,White,12,11,problem-1913.sgf
1914,214,partial-13x19,Black,10,11,problem-1914.sgf
1915,214,partial-13x19,Black,11,13,problem-1915.sgf
1916,214,partial-13x19,Black,11,11,problem-1916.sgf
1917,214,partial-13x19,Black,15,17,problem-1917.sgf
1918,215,partial-13x19,Black,6,5,problem-1918.sgf
1919,215,partial-13x19,Black,9,8,problem-1919.sgf
1920,215,partial-13x19,Black,10,7,problem-1920.sgf
1921,215,partial-13x19,Black,4,2,problem-1921.sgf
1922,215,partial-13x19,Black,17,18,problem-1922.sgf
1923,215,partial-13x19,Black,9,5,problem-1923.sgf
1924,215,partial-13x19,Black,10,12,problem-1924.sgf
1925,215,partial-13x19,Black,8,8,problem-1925.sgf
1926,215,partial-13x19,Black,18,20,problem-1926.sgf
1927,216,partial-13x19,Black,8,13,problem-1927.sgf
1928,216,partial-13x19,Black,15,13,problem-1928.sgf
1929,216,partial-13x19,Black,15,19,problem-1929.sgf
1930,216,partial-13x19,Black,6,5,problem-1930.sgf
1931,216,partial-13x19,Black,7,5,problem-1931.sgf
1932,216,partial-13x19,Black,7,7,problem-1932.sgf
1933,216,partial-13x19,Black,9,10,problem-1933.sgf
1934,216,partial-13x19,Black,12,10,problem-1934.sgf
1935,216,partial-13x19,Black,12,14,problem-1935.sgf
1936,217,partial-13x19,Black,15,16,problem-1936.sgf
1937,217,partial-13x19,Black,14,10,problem-1937.sgf
1938,217,partial-13x19,Black,14,14,problem-1938.sgf
1939,217,partial-13x19,White,13,13,problem-1939.sgf
1940,217,partial-13x19,Black,18,18,problem-1940.sgf
1941,217,partial-13x19,Black,19,17,problem-1941.sgf
1942,217,partial-13x19,Black,21,19,problem-1942.sgf
1943,217,partial-13x19,Black,6,12,problem-1943.sgf
1944,217,partial-13x19,Black,13,13,problem-1944.sgf
1945,218,partial-13x19,Black,13,9,problem-1945.sgf
1946,218,partial-13x19,White,17,13,problem-1946.sgf
1947,218,partial-13x19,Black,3,1,problem-1947.sgf
1948,218,partial-13x19,Black,3,4,problem-1948.sgf
1949,218,partial-13x19,Black,4,4,problem-1949.sgf
1950,218,partial-13x19,Black,5,4,problem-1950.sgf
1951,218,partial-13x19,Black,9,9,problem-1951.sgf
1952,218,partial-13x19,Black,6,4,problem-1952.sgf
1953,218,partial-13x19,Black,13,14,problem-1953.sgf
1954,219,partial-13x19,Black,4,7,problem-1954.sgf
1955,219,partial-13x19,Black,2,1,problem-1955.sgf
1956,219,partial-13x19,Black,5,5,problem-1956.sgf
1957,219,partial-13x19,Black,6,3,problem-1957.sgf
1958,219,partial-13x19,Black,5,6,problem-1958.sgf
1959,219,partial-13x19,Black,6,5,problem-1959.sgf
1960,219,partial-13x19,Black,10,8,problem-1960.sgf
1961,219,partial-13x19,Black,9,6,problem-1961.sgf
1962,219,partial-13x19,Black,12,13,problem-1962.sgf
1963,220,partial-13x19,Black,21,15,problem-1963.sgf
1964,220,partial-13x19,Black,5,5,problem-1964.sgf
1965,220,partial-13x19,Black,6,4,problem-1965.sgf
1966,220,partial-13x19,Black,7,5,problem-1966.sgf
1967,220,partial-13x19,Black,7,6,problem-1967.sgf
1968,220,partial-13x19,Black,11,9,problem-1968.sgf
1969,220,partial-13x19,Black,13,14,problem-1969.sgf
1970,220,partial-13x19,Black,15,11,problem-1970.sgf
1971,220,partial-13x19,Black,9,6,problem-1971.sgf
1972,221,partial-13x19,Black,17,17,problem-1972.sgf
1973,221,partial-13x19,Black,12,15,problem-1973.sgf
1974,221,partial-13x19,Black,13,14,problem-1974.sgf
1975,221,partial-13x19,Black,7,8,problem-1975.sgf
1976,221,partial-13x19,Black,9,9,problem-1976.sgf
1977,221,partial-13x19,Black,10,11,problem-1977.sgf
1978,221,partial-13x19,Black,11,10,problem-1978.sgf
1979,221,partial-13x19,Black,13,18,problem-1979.sgf
1980,221,partial-13x19,Black,15,11,problem-1980.sgf
1981,222,partial-13x19,Black,10,8,problem-1981.sgf
1982,222,partial-13x19,Black,9,11,problem-1982.sgf
1983,222,partial-13x19,Black,8,9,problem-1983.sgf
1984,222,partial-13x19,Black,9,13,problem-1984.sgf
1985,222,partial-13x19,Black,9,13,problem-1985.sgf
1986,222,partial-13x19,Black,14,11,problem-1986.sgf
1987,222,partial-13x19,Black,13,12,problem-1987.sgf
1988,222,partial-13x19,Black,12,14,problem-1988.sgf
1989,222,partial-13x19,Black,10,9,problem-1989.sgf
1990,223,partial-13x19,Black,12,14,problem-1990.sgf
1991,223,partial-13x19,Black,18,17,problem-1991.sgf
1992,223,partial-13x19,Black,25,26,problem-1992.sgf
1993,223,partial-13x19,Black,15,12,problem-1993.sgf
1994,223,partial-13x19,White,15,21,problem-1994.sgf
1995,223,partial-13x19,Black,5,5,problem-1995.sgf
1996,223,partial-13x19,Black,6,3,problem-1996.sgf
1997,223,partial-13x19,Black,6,5,problem-1997.sgf
1998,223,partial-13x19,Black,9,7,problem-1998.sgf
1999,224,partial-13x19,Black,11,8,problem-1999.sgf
2000,224,partial-13x19,Black,9,9,problem-2000.sgf
2001,224,partial-13x19,Black,10,8,problem-2001.sgf
2002,224,partial-13x19,Black,7,8,problem-2002.sgf
2003,224,partial-13x19,Black,14,10,problem-2003.sgf
2004,224,partial-13x19,Black,11,10,problem-2004.sgf
2005,224,partial-13x19,Black,7,7,problem-2005.sgf
2006,224,partial-13x19,Black,3,4,problem-2006.sgf
2007,224,partial-13x19,Black,3,5,problem-2007.sgf
2008,225,partial-13x19,Black,4,4,problem-2008.sgf
2009,225,partial-13x19,Black,4,4,problem-2009.sgf
2010,225,partial-13x19,Black,5,7,problem-2010.sgf
2011,225,partial-13x19,Black,6,6,problem-2011.sgf
2012,225,partial-13x19,Black,6,8,problem-2012.sgf
2013,225,partial-13x19,Black,2,5,problem-2013.sgf
2014,225,partial-13x19,Black,6,6,problem-2014.sgf
2015,225,partial-13x19,Black,7,5,problem-2015.sgf
2016,225,partial-13x19,Black,7,9,problem-2016.sgf
2017,226,partial-13x19,Black,8,6,problem-2017.sgf
2018,226,partial-13x19,Black,8,11,problem-2018.sgf
2019,226,partial-13x19,Black,10,11,problem-2019.sgf
2020,226,partial-13x19,Black,11,7,problem-2020.sgf
2021,226,partial-13x19,Black,17,15,problem-2021.sgf
2022,226,partial-13x19,Black,17,20,problem-2022.sgf
2023,226,partial-13x19,Black,11,14,problem-2023.sgf
2024,226,partial-13x19,Black,12,9,problem-2024.sgf
2025,226,partial-13x19,Black,13,13,problem-2025.sgf
2026,227,partial-13x19,Black,18,25,problem-2026.sgf
2027,227,partial-13x19,Black,20,21,problem-2027.sgf
2028,227,partial-13x19,Black,20,19,problem-2028.sgf
2029,227,partial-13x19,Black,21,26,problem-2029.sgf
2030,227,partial-13x19,Black,12,11,problem-2030.sgf
2031,227,partial-13x19,Black,6,8,problem-2031.sgf
2032,227,partial-13x19,Black,8,10,problem-2032.sgf
2033,227,partial-13x19,Black,9,11,problem-2033.sgf
2034,227,partial-13x19,Black,15,18,problem-2034.sgf
2035,228,partial-13x19,Black,9,10,problem-2035.sgf
2036,228,partial-13x19,Black,18,18,problem-2036.sgf
2037,228,partial-13x19,Black,7,10,problem-2037.sgf
2038,228,partial-13x19,Black,7,5,problem-2038.sgf
2039,228,partial-13x19,Black,11,9,problem-2039.sgf
2040,228,partial-13x19,Black,12,14,problem-2040.sgf
2041,228,partial-13x19,Black,6,6,problem-2041.sgf
2042,228,partial-13x19,Black,8,9,problem-2042.sgf
2043,228,partial-13x19,Black,10,9,problem-2043.sgf
2044,229,partial-13x19,Black,12,13,problem-2044.sgf
2045,229,partial-13x19,Black,11,10,problem-2045.sgf
2046,229,partial-13x19,Black,22,18,problem-2046.sgf
2047,229,partial-13x19,Black,6,5,problem-2047.sgf
2048,229,partial-13x19,Black,9,6,problem-2048.sgf
2049,229,partial-13x19,Black,8,6,problem-2049.sgf
2050,229,partial-13x19,Black,8,9,problem-2050.sgf
2051,229,partial-13x19,Black,31,35,problem-2051.sgf
2052,229,partial-13x19,Black,14,10,problem-2052.sgf
2053,230,partial-13x19,Black,12,9,problem-2053.sgf
2054,230,partial-13x19,Black,16,16,problem-2054.sgf
2055,230,partial-13x19,Black,5,2,problem-2055.sgf
2056,230,partial-13x19,Black,6,6,problem-2056.sgf
2057,230,partial-13x19,Black,7,6,problem-2057.sgf
2058,230,partial-13x19,Black,9,6,problem-2058.sgf
2059,230,partial-13x19,Black,11,9,problem-2059.sgf
2060,230,partial-13x19,Black,11,9,problem-2060.sgf
2061,230,partial-13x19,Black,13,10,problem-2061.sgf
2062,231,partial-13x19,Black,11,8,problem-2062.sgf
2063,231,partial-13x19,Black,6,7,problem-2063.sgf
2064,231,partial-13x19,Black,8,7,problem-2064.sgf
2065,231,partial-13x19,Black,8,7,problem-2065.sgf
2066,231,partial-13x19,Black,10,8,problem-2066.sgf
2067,231,partial-13x19,Black,10,12,problem-2067.sgf
2068,231,partial-13x19,Black,14,10,problem-2068.sgf
2069,231,partial-13x19,Black,12,13,problem-2069.sgf
2070,231,partial-13x19,Black,14,13,problem-2070.sgf
