problem,pdf_page,layout,player_to_move,black_stones,white_stones,filename
1103,124,partial-13x19,Black,11,13,problem-1103.sgf
1104,124,partial-13x19,Black,8,8,problem-1104.sgf
1105,124,partial-13x19,White,8,10,problem-1105.sgf
1106,124,partial-13x19,White,14,10,problem-1106.sgf
1107,124,partial-13x19,Black,7,7,problem-1107.sgf
1108,125,partial-13x19,Black,10,11,problem-1108.sgf
1109,125,partial-13x19,White,13,12,problem-1109.sgf
1110,125,partial-13x19,Black,13,13,problem-1110.sgf
1111,125,partial-13x19,White,15,14,problem-1111.sgf
1112,125,partial-13x19,White,20,22,problem-1112.sgf
1113,125,partial-13x19,Black,20,19,problem-1113.sgf
1114,125,partial-13x19,Black,17,22,problem-1114.sgf
1115,125,partial-13x19,White,19,18,problem-1115.sgf
1116,125,partial-13x19,Black,10,11,problem-1116.sgf
1117,126,partial-13x19,White,11,11,problem-1117.sgf
1118,126,partial-13x19,Black,6,5,problem-1118.sgf
1119,126,partial-13x19,White,14,13,problem-1119.sgf
1120,126,partial-13x19,Black,16,17,problem-1120.sgf
1121,126,partial-13x19,White,13,16,problem-1121.sgf
1122,126,partial-13x19,Black,13,16,problem-1122.sgf
1123,126,partial-13x19,White,15,13,problem-1123.sgf
1124,126,partial-13x19,White,14,16,problem-1124.sgf
1125,126,partial-13x19,White,10,13,problem-1125.sgf
1126,127,partial-13x19,White,29,26,problem-1126.sgf
1127,127,partial-13x19,Black,16,13,problem-1127.sgf
1128,127,partial-13x19,Black,11,11,problem-1128.sgf
1129,127,partial-13x19,Black,18,19,problem-1129.sgf
1130,127,partial-13x19,Black,18,21,problem-1130.sgf
1131,127,partial-13x19,Black,11,9,problem-1131.sgf
1132,127,partial-13x19,White,7,7,problem-1132.sgf
1133,127,partial-13x19,White,8,7,problem-1133.sgf
1134,127,partial-13x19,Black,8,7,problem-1134.sgf
1135,128,partial-13x19,White,9,8,problem-1135.sgf
1136,128,partial-13x19,Black,9,9,problem-1136.sgf
1137,128,partial-13x19,Black,10,10,problem-1137.sgf
1138,128,partial-13x19,White,10,10,problem-1138.sgf
1139,128,partial-13x19,White,11,10,problem-1139.sgf
1140,128,partial-13x19,Black,10,12,problem-1140.sgf
1141,128,partial-13x19,White,12,10,problem-1141.sgf
1142,128,partial-13x19,Black,9,12,problem-1142.sgf
1143,128,partial-13x19,Black,11,11,problem-1143.sgf
1144,129,partial-13x19,White,12,18,problem-1144.sgf
1145,129,partial-13x19,White,17,14,problem-1145.sgf
1146,129,partial-13x19,White,14,13,problem-1146.sgf
1147,129,partial-13x19,Black,13,15,problem-1147.sgf
1148,129,partial-13x19,White,14,13,problem-1148.sgf
1149,129,partial-13x19,Black,11,9,problem-1149.sgf
1150,129,partial-13x19,White,12,14,problem-1150.sgf
1151,129,partial-13x19,Black,13,12,problem-1151.sgf
1152,129,partial-13x19,White,13,10,problem-1152.sgf
1153,130,partial-13x19,White,14,12,problem-1153.sgf
1154,130,partial-13x19,Black,6,8,problem-1154.sgf
1155,130,partial-13x19,White,7,7,problem-1155.sgf
1156,130,partial-13x19,Black,9,8,problem-1156.sgf
1157,130,partial-13x19,Black,8,9,problem-1157.sgf
1158,130,partial-13x19,Black,9,9,problem-1158.sgf
1159,130,partial-13x19,White,10,11,problem-1159.sgf
1160,130,partial-13x19,Black,7,9,problem-1160.sgf
1161,130,partial-13x19,Black,9,11,problem-1161.sgf
1162,131,partial-13x19,White,10,11,problem-1162.sgf
1163,131,partial-13x19,Black,12,11,problem-1163.sgf
1164,131,partial-13x19,Black,10,11,problem-1164.sgf
1165,131,partial-13x19,White,10,10,problem-1165.sgf
1166,131,partial-13x19,Black,9,12,problem-1166.sgf
1167,131,partial-13x19,White,13,12,problem-1167.sgf
1168,131,partial-13x19,White,15,14,problem-1168.sgf
1169,131,partial-13x19,White,14,13,problem-1169.sgf
1170,131,partial-13x19,White,13,16,problem-1170.sgf
1171,132,partial-13x19,White,9,5,problem-1171.sgf
1172,132,partial-13x19,White,13,8,problem-1172.sgf
1173,132,partial-13x19,White,14,8,problem-1173.sgf
1174,132,partial-13x19,Black,8,10,problem-1174.sgf
1175,132,partial-13x19,Black,10,14,problem-1175.sgf
1176,132,partial-13x19,White,12,9,problem-1176.sgf
1177,132,partial-13x19,Black,14,16,problem-1177.sgf
1178,132,partial-13x19,Black,9,6,problem-1178.sgf
1179,132,partial-13x19,Black,15,12,problem-1179.sgf
1180,133,partial-13x19,White,11,14,problem-1180.sgf
1181,133,partial-13x19,Black,15,11,problem-1181.sgf
1182,133,partial-13x19,White,6,7,problem-1182.sgf
1183,133,partial-13x19,White,15,9,problem-1183.sgf
1184,133,partial-13x19,Black,22,23,problem-1184.sgf
1185,133,partial-13x19,Black,9,7,problem-1185.sgf
1186,133,partial-13x19,White,7,11,problem-1186.sgf
1187,133,partial-13x19,Black,11,9,problem-1187.sgf
1188,133,partial-13x19,Black,6,6,problem-1188.sgf
1189,134,partial-13x19,White,6,8,problem-1189.sgf
1190,134,partial-13x19,White,12,15,problem-1190.sgf
1191,134,partial-13x19,White,9,12,problem-1191.sgf
1192,134,partial-13x19,Black,9,9,problem-1192.sgf
1193,134,partial-13x19,White,12,10,problem-1193.sgf
1194,134,partial-13x19,Black,16,12,problem-1194.sgf
1195,134,partial-13x19,White,16,11,problem-1195.sgf
1196,134,partial-13x19,White,13,16,problem-1196.sgf
1197,134,partial-13x19,Black,14,10,problem-1197.sgf
1198,135,partial-13x19,White,3,2,problem-1198.sgf
1199,135,partial-13x19,White,11,11,problem-1199.sgf
1200,135,partial-13x19,Black,13,9,problem-1200.sgf
1201,135,partial-13x19,White,9,15,problem-1201.sgf
1202,135,partial-13x19,Black,6,10,problem-1202.sgf
1203,135,partial-13x19,White,8,7,problem-1203.sgf
1204,135,partial-13x19,Black,7,9,problem-1204.sgf
1205,135,partial-13x19,White,11,12,problem-1205.sgf
1206,135,partial-13x19,Black,12,12,problem-1206.sgf
1207,136,partial-13x19,Black,13,13,problem-1207.sgf
1208,136,partial-13x19,Black,19,15,problem-1208.sgf
1209,136,partial-13x19,White,4,2,problem-1209.sgf
1210,136,partial-13x19,Black,6,8,problem-1210.sgf
1211,136,partial-13x19,Black,6,8,problem-1211.sgf
1212,136,partial-13x19,White,4,2,problem-1212.sgf
1213,136,partial-13x19,White,5,5,problem-1213.sgf
1214,136,partial-13x19,Black,7,11,problem-1214.sgf
1215,136,partial-13x19,Black,13,14,problem-1215.sgf
1216,137,partial-13x19,White,12,11,problem-1216.sgf
1217,137,partial-13x19,White,6,7,problem-1217.sgf
1218,137,partial-13x19,White,5,7,problem-1218.sgf
1219,137,partial-13x19,Black,10,9,problem-1219.sgf
1220,137,partial-13x19,Black,8,8,problem-1220.sgf
1221,137,partial-13x19,White,5,5,problem-1221.sgf
1222,137,partial-13x19,White,5,6,problem-1222.sgf
1223,137,partial-13x19,White,7,7,problem-1223.sgf
1224,137,partial-13x19,White,9,10,problem-1224.sgf
1225,138,partial-13x19,Black,5,7,problem-1225.sgf
1226,138,partial-13x19,Black,10,9,problem-1226.sgf
1227,138,partial-13x19,Black,4,6,problem-1227.sgf
1228,138,partial-13x19,Black,9,8,problem-1228.sgf
1229,138,partial-13x19,Black,4,4,problem-1229.sgf
1230,138,partial-13x19,Black,5,4,problem-1230.sgf
1231,138,partial-13x19,Black,3,3,problem-1231.sgf
1232,138,partial-13x19,Black,4,5,problem-1232.sgf
1233,138,partial-13x19,Black,5,3,problem-1233.sgf
1234,139,partial-13x19,Black,5,3,problem-1234.sgf
1235,139,partial-13x19,Black,7,5,problem-1235.sgf
1236,139,partial-13x19,White,5,5,problem-1236.sgf
1237,139,partial-13x19,White,8,8,problem-1237.sgf
1238,139,partial-13x19,Black,8,8,problem-1238.sgf
1239,139,partial-13x19,Black,14,14,problem-1239.sgf
1240,139,partial-13x19,Black,11,11,problem-1240.sgf
1241,139,partial-13x19,Black,17,17,problem-1241.sgf
1242,139,partial-13x19,Black,15,15,problem-1242.sgf
1243,140,partial-13x19,Black,14,10,problem-1243.sgf
1244,140,partial-13x19,Black,9,15,problem-1244.sgf
1245,140,partial-13x19,White,10,9,problem-1245.sgf
1246,140,partial-13x19,Black,16,16,problem-1246.sgf
1247,140,partial-13x19,White,16,9,problem-1247.sgf
1248,140,partial-13x19,White,6,9,problem-1248.sgf
1249,140,partial-13x19,Black,17,12,problem-1249.sgf
1250,140,partial-13x19,Black,17,13,problem-1250.sgf
1251,140,partial-13x19,Black,17,12,problem-1251.sgf
1252,141,partial-13x19,Black,13,13,problem-1252.sgf
1253,141,partial-13x19,Black,17,13,problem-1253.sgf
1254,141,partial-13x19,White,5,3,problem-1254.sgf
1255,141,partial-13x19,Black,3,5,problem-1255.sgf
1256,141,partial-13x19,White,6,5,problem-1256.sgf
1257,141,partial-13x19,Black,5,8,problem-1257.sgf
1258,141,partial-13x19,White,8,6,problem-1258.sgf
1259,141,partial-13x19,Black,7,5,problem-1259.sgf
1260,141,partial-13x19,Black,4,5,problem-1260.sgf
1261,142,partial-13x19,Black,5,8,problem-1261.sgf
1262,142,partial-13x19,Black,26,26,problem-1262.sgf
1263,142,partial-13x19,Black,9,13,problem-1263.sgf
1264,142,partial-13x19,Black,8,10,problem-1264.sgf
1265,142,partial-13x19,Black,9,8,problem-1265.sgf
1266,142,partial-13x19,Black,17,21,problem-1266.sgf
1267,142,partial-13x19,Black,10,6,problem-1267.sgf
1268,142,partial-13x19,Black,10,10,problem-1268.sgf
1269,142,partial-13x19,White,13,12,problem-1269.sgf
1270,143,partial-13x19,Black,9,14,problem-1270.sgf
1271,143,partial-13x19,Black,6,9,problem-1271.sgf
1272,143,partial-13x19,Black,6,9,problem-1272.sgf
1273,143,partial-13x19,Black,15,11,problem-1273.sgf
1274,143,partial-13x19,Black,1,2,problem-1274.sgf
1275,143,partial-13x19,White,4,3,problem-1275.sgf
1276,143,partial-13x19,Black,3,3,problem-1276.sgf
1277,143,partial-13x19,White,4,3,problem-1277.sgf
1278,143,partial-13x19,Black,3,4,problem-1278.sgf
1279,144,partial-13x19,White,3,2,problem-1279.sgf
1280,144,partial-13x19,Black,5,7,problem-1280.sgf
1281,144,partial-13x19,White,9,6,problem-1281.sgf
1282,144,partial-13x19,White,6,4,problem-1282.sgf
1283,144,partial-13x19,Black,6,5,problem-1283.sgf
1284,144,partial-13x19,Black,7,8,problem-1284.sgf
1285,144,partial-13x19,Black,9,6,problem-1285.sgf
1286,144,partial-13x19,Black,16,15,problem-1286.sgf
1287,144,partial-13x19,Black,7,8,problem-1287.sgf
1288,145,partial-13x19,White,12,12,problem-1288.sgf
1289,145,partial-13x19,White,14,12,problem-1289.sgf
1290,145,partial-13x19,White,14,14,problem-1290.sgf
1291,145,partial-13x19,White,12,12,problem-1291.sgf
1292,145,partial-13x19,Black,13,15,problem-1292.sgf
1293,145,partial-13x19,Black,10,9,problem-1293.sgf
1294,145,partial-13x19,White,13,18,problem-1294.sgf
1295,145,partial-13x19,White,14,15,problem-1295.sgf
1296,145,partial-13x19,White,16,16,problem-1296.sgf
1297,146,partial-13x19,Black,17,18,problem-1297.sgf
1298,146,partial-13x19,Black,18,16,problem-1298.sgf
1299,146,partial-13x19,White,18,15,problem-1299.sgf
1300,146,partial-13x19,White,5,4,problem-1300.sgf
1301,146,partial-13x19,White,5,5,problem-1301.sgf
1302,146,partial-13x19,Black,8,9,problem-1302.sgf
1303,146,partial-13x19,Black,9,9,problem-1303.sgf
1304,146,partial-13x19,Black,8,9,problem-1304.sgf
1305,146,partial-13x19,Black,9,10,problem-1305.sgf
1306,147,partial-13x19,Black,8,8,problem-1306.sgf
1307,147,partial-13x19,Black,6,8,problem-1307.sgf
1308,147,partial-13x19,Black,14,14,problem-1308.sgf
1309,147,partial-13x19,Black,15,14,problem-1309.sgf
1310,147,partial-13x19,Black,15,18,problem-1310.sgf
1311,147,partial-13x19,Black,5,9,problem-1311.sgf
1312,147,partial-13x19,Black,17,13,problem-1312.sgf
1313,147,partial-13x19,Black,11,17,problem-1313.sgf
1314,147,partial-13x19,White,12,12,problem-1314.sgf
1315,148,partial-13x19,White,11,10,problem-1315.sgf
1316,148,partial-13x19,Black,7,8,problem-1316.sgf
1317,148,partial-13x19,White,5,5,problem-1317.sgf
1318,148,partial-13x19,Black,7,7,problem-1318.sgf
1319,148,partial-13x19,White,7,8,problem-1319.sgf
1320,148,partial-13x19,White,8,6,problem-1320.sgf
1321,148,partial-13x19,White,11,10,problem-1321.sgf
1322,148,partial-13x19,Black,9,12,problem-1322.sgf
1323,148,partial-13x19,White,12,13,problem-1323.sgf
1324,149,partial-13x19,White,10,12,problem-1324.sgf
1325,149,partial-13x19,Black,9,7,problem-1325.sgf
1326,149,partial-13x19,Black,10,8,problem-1326.sgf
1327,149,partial-13x19,White,9,13,problem-1327.sgf
1328,149,partial-13x19,White,12,14,problem-1328.sgf
1329,149,partial-13x19,Black,14,14,problem-1329.sgf
1330,149,partial-13x19,Black,18,20,problem-1330.sgf
1331,149,partial-13x19,Black,8,8,problem-1331.sgf
1332,149,partial-13x19,White,12,11,problem-1332.sgf
1333,150,partial-13x19,Black,13,15,problem-1333.sgf
1334,150,partial-13x19,Black,7,7,problem-1334.sgf
1335,150,partial-13x19,White,12,13,problem-1335.sgf
1336,150,partial-13x19,Black,9,8,problem-1336.sgf
1337,150,partial-13x19,White,14,17,problem-1337.sgf
1338,150,partial-13x19,Black,14,14,problem-1338.sgf
1339,150,partial-13x19,White,16,16,problem-1339.sgf
1340,150,partial-13x19,Black,18,14,problem-1340.sgf
1341,150,partial-13x19,White,11,11,problem-1341.sgf
1342,151,partial-13x19,Black,14,15,problem-1342.sgf
1343,151,partial-13x19,White,14,12,problem-1343.sgf
1344,151,partial-13x19,White,20,15,problem-1344.sgf
1345,151,partial-13x19,White,17,15,problem-1345.sgf
1346,151,partial-13x19,White,14,15,problem-1346.sgf
1347,151,partial-13x19,White,14,15,problem-1347.sgf
1348,151,partial-13x19,Black,10,9,problem-1348.sgf
1349,151,partial-13x19,Black,12,12,problem-1349.sgf
1350,151,partial-13x19,Black,10,12,problem-1350.sgf
1351,152,partial-13x19,Black,10,14,problem-1351.sgf
1352,152,partial-13x19,Black,12,12,problem-1352.sgf
1353,152,partial-13x19,Black,16,13,problem-1353.sgf
1354,152,partial-13x19,Black,13,16,problem-1354.sgf
1355,152,partial-13x19,Black,11,10,problem-1355.sgf
1356,152,partial-13x19,White,12,10,problem-1356.sgf
1357,152,partial-13x19,White,20,16,problem-1357.sgf
1358,152,partial-13x19,White,14,15,problem-1358.sgf
1359,152,partial-13x19,Black,9,10,problem-1359.sgf
1360,153,partial-13x19,Black,11,11,problem-1360.sgf
1361,153,partial-13x19,White,14,11,problem-1361.sgf
1362,153,partial-13x19,Black,13,16,problem-1362.sgf
1363,153,partial-13x19,Black,12,11,problem-1363.sgf
1364,153,partial-13x19,Black,14,15,problem-1364.sgf
1365,153,partial-13x19,White,16,16,problem-1365.sgf
1366,153,partial-13x19,Black,22,23,problem-1366.sgf
1367,153,partial-13x19,Black,23,21,problem-1367.sgf
1368,153,partial-13x19,White,8,10,problem-1368.sgf
1369,154,partial-13x19,Black,10,9,problem-1369.sgf
1370,154,partial-13x19,Black,13,11,problem-1370.sgf
1371,154,partial-13x19,Black,12,9,problem-1371.sgf
1372,154,partial-13x19,White,13,15,problem-1372.sgf
1373,154,partial-13x19,Black,7,8,problem-1373.sgf
1374,154,partial-13x19,White,8,9,problem-1374.sgf
1375,154,partial-13x19,Black,7,9,problem-1375.sgf
1376,154,partial-13x19,White,8,10,problem-1376.sgf
1377,154,partial-13x19,White,9,8,problem-1377.sgf
1378,155,partial-13x19,Black,9,10,problem-1378.sgf
1379,155,partial-13x19,Black,10,10,problem-1379.sgf
1380,155,partial-13x19,Black,10,8,problem-1380.sgf
1381,155,partial-13x19,White,11,10,problem-1381.sgf
1382,155,partial-13x19,Black,10,14,problem-1382.sgf
1383,155,partial-13x19,Black,14,13,problem-1383.sgf
1384,155,partial-13x19,White,16,13,problem-1384.sgf
1385,155,partial-13x19,Black,6,9,problem-1385.sgf
1386,155,partial-13x19,Black,7,10,problem-1386.sgf
1387,156,partial-13x19,Black,7,11,problem-1387.sgf
1388,156,partial-13x19,Black,9,14,problem-1388.sgf
1389,156,partial-13x19,Black,10,14,problem-1389.sgf
1390,156,partial-13x19,Black,9,13,problem-1390.sgf
1391,156,partial-13x19,White,10,6,problem-1391.sgf
1392,156,partial-13x19,White,17,14,problem-1392.sgf
1393,156,partial-13x19,White,8,13,problem-1393.sgf
1394,156,partial-13x19,White,9,10,problem-1394.sgf
1395,156,partial-13x19,Black,13,9,problem-1395.sgf
1396,157,partial-13x19,Black,11,17,problem-1396.sgf
1397,157,partial-13x19,Black,18,15,problem-1397.sgf
1398,157,partial-13x19,White,6,5,problem-1398.sgf
1399,157,partial-13x19,White,7,9,problem-1399.sgf
1400,157,partial-13x19,White,9,13,problem-1400.sgf
1401,157,partial-13x19,Black,13,9,problem-1401.sgf
1402,157,partial-13x19,White,13,17,problem-1402.sgf
1403,157,partial-13x19,White,15,17,problem-1403.sgf
1404,157,partial-13x19,White,14,19,problem-1404.sgf
1405,158,partial-13x19,Black,12,12,problem-1405.sgf
1406,158,partial-13x19,White,13,10,problem-1406.sgf
1407,158,partial-13x19,White,15,18,problem-1407.sgf
1408,158,partial-13x19,Black,6,9,problem-1408.sgf
1409,158,partial-13x19,Black,11,8,problem-1409.sgf
1410,158,partial-13x19,Black,6,10,problem-1410.sgf
1411,158,partial-13x19,Black,12,9,problem-1411.sgf
1412,158,partial-13x19,Black,11,9,problem-1412.sgf
1413,158,partial-13x19,White,11,12,problem-1413.sgf
1414,159,partial-13x19,Black,10,10,problem-1414.sgf
1415,159,partial-13x19,White,11,14,problem-1415.sgf
1416,159,partial-13x19,Black,9,8,problem-1416.sgf
1417,159,partial-13x19,Black,12,11,problem-1417.sgf
1418,159,partial-13x19,Black,13,10,problem-1418.sgf
1419,159,partial-13x19,Black,13,17,problem-1419.sgf
1420,159,partial-13x19,Black,14,17,problem-1420.sgf
1421,159,partial-13x19,Black,13,10,problem-1421.sgf
1422,159,partial-13x19,Black,13,14,problem-1422.sgf
1423,160,partial-13x19,Black,2,3,problem-1423.sgf
1424,160,partial-13x19,Black,3,3,problem-1424.sgf
1425,160,partial-13x19,Black,3,2,problem-1425.sgf
1426,160,partial-13x19,Black,7,7,problem-1426.sgf
1427,160,partial-13x19,Black,16,15,problem-1427.sgf
1428,160,partial-13x19,Black,5,4,problem-1428.sgf
1429,160,partial-13x19,Black,12,10,problem-1429.sgf
1430,160,partial-13x19,Black,12,14,problem-1430.sgf
1431,160,partial-13x19,Black,14,14,problem-1431.sgf
1432,161,partial-13x19,Black,7,7,problem-1432.sgf
1433,161,partial-13x19,Black,9,9,problem-1433.sgf
1434,161,partial-13x19,Black,11,10,problem-1434.sgf
1435,161,partial-13x19,Black,9,11,problem-1435.sgf
1436,161,partial-13x19,Black,5,8,problem-1436.sgf
1437,161,partial-13x19,Black,7,10,problem-1437.sgf
1438,161,partial-13x19,Black,8,10,problem-1438.sgf
1439,161,partial-13x19,Black,9,11,problem-1439.sgf
1440,161,partial-13x19,Black,12,11,problem-1440.sgf
1441,162,partial-13x19,Black,12,12,problem-1441.sgf
1442,162,partial-13x19,Black,14,14,problem-1442.sgf
1443,162,partial-13x19,Black,13,15,problem-1443.sgf
1444,162,partial-13x19,Black,13,12,problem-1444.sgf
1445,162,partial-13x19,Black,4,4,problem-1445.sgf
1446,162,partial-13x19,Black,10,8,problem-1446.sgf
1447,162,partial-13x19,Black,11,10,problem-1447.sgf
1448,162,partial-13x19,Black,10,11,problem-1448.sgf
1449,162,partial-13x19,Black,13,8,problem-1449.sgf
1450,163,partial-13x19,Black,14,12,problem-1450.sgf
1451,163,partial-13x19,Black,9,8,problem-1451.sgf
1452,163,partial-13x19,Black,11,12,problem-1452.sgf
1453,163,partial-13x19,Black,13,18,problem-1453.sgf
1454,163,partial-13x19,Black,13,12,problem-1454.sgf
1455,163,partial-13x19,Black,5,5,problem-1455.sgf
1456,163,partial-13x19,Black,5,5,problem-1456.sgf
1457,163,partial-13x19,Black,6,5,problem-1457.sgf
1458,163,partial-13x19,Black,8,7,problem-1458.sgf
1459,164,partial-13x19,Black,8,6,problem-1459.sgf
1460,164,partial-13x19,Black,11,9,problem-1460.sgf
1461,164,partial-13x19,Black,11,9,problem-1461.sgf
1462,164,partial-13x19,Black,10,9,problem-1462.sgf
1463,164,partial-13x19,Black,11,8,problem-1463.sgf
1464,164,partial-13x19,Black,6,6,problem-1464.sgf
1465,164,partial-13x19,Black,11,14,problem-1465.sgf
1466,164,partial-13x19,Black,17,17,problem-1466.sgf
1467,164,partial-13x19,Black,24,25,problem-1467.sgf
1468,165,partial-13x19,Black,15,14,problem-1468.sgf
1469,165,partial-13x19,Black,4,4,problem-1469.sgf
1470,165,partial-13x19,Black,5,5,problem-1470.sgf
1471,165,partial-13x19,Black,5,4,problem-1471.sgf
1472,165,partial-13x19,Black,6,6,problem-1472.sgf
1473,165,partial-13x19,Black,10,7,problem-1473.sgf
1474,165,partial-13x19,Black,4,3,problem-1474.sgf
1475,165,partial-13x19,Black,5,3,problem-1475.sgf
1476,165,partial-13x19,Black,6,5,problem-1476.sgf
1477,166,partial-13x19,Black,8,9,problem-1477.sgf
1478,166,partial-13x19,Black,6,6,problem-1478.sgf
1479,166,partial-13x19,Black,7,6,problem-1479.sgf
1480,166,partial-13x19,Black,7,6,problem-1480.sgf
1481,166,partial-13x19,Black,10,9,problem-1481.sgf
1482,166,partial-13x19,Black,11,12,problem-1482.sgf
1483,166,partial-13x19,Black,8,11,problem-1483.sgf
1484,166,partial-13x19,Black,10,11,problem-1484.sgf
1485,166,partial-13x19,Black,8,7,problem-1485.sgf
1486,167,partial-13x19,Black,4,5,problem-1486.sgf
1487,167,partial-13x19,Black,4,4,problem-1487.sgf
1488,167,partial-13x19,Black,8,5,problem-1488.sgf
1489,167,partial-13x19,Black,11,9,problem-1489.sgf
1490,167,partial-13x19,Black,13,17,problem-1490.sgf
1491,167,partial-13x19,Black,15,18,problem-1491.sgf
1492,167,partial-13x19,Black,6,5,problem-1492.sgf
1493,167,partial-13x19,Black,7,8,problem-1493.sgf
1494,167,partial-13x19,Black,7,10,problem-1494.sgf
1495,168,partial-13x19,Black,13,14,problem-1495.sgf
1496,168,partial-13x19,Black,11,10,problem-1496.sgf
1497,168,partial-13x19,Black,1,5,problem-1497.sgf
1498,168,partial-13x19,Black,8,7,problem-1498.sgf
1499,168,partial-13x19,Black,13,13,problem-1499.sgf
1500,168,partial-13x19,Black,11,11,problem-1500.sgf
1501,168,partial-13x19,Black,16,18,problem-1501.sgf
1502,168,partial-13x19,Black,23,15,problem-1502.sgf
1503,168,partial-13x19,Black,12,12,problem-1503.sgf
1504,169,partial-13x19,Black,11,10,problem-1504.sgf
1505,169,partial-13x19,Black,18,20,problem-1505.sgf
1506,169,partial-13x19,Black,7,10,problem-1506.sgf
1507,169,partial-13x19,Black,13,9,problem-1507.sgf
1508,169,partial-13x19,Black,12,10,problem-1508.sgf
1509,169,partial-13x19,Black,13,9,problem-1509.sgf
1510,169,partial-13x19,Black,11,15,problem-1510.sgf
1511,169,partial-13x19,Black,22,18,problem-1511.sgf
1512,169,partial-13x19,Black,17,11,problem-1512.sgf
1513,170,partial-13x19,Black,15,23,problem-1513.sgf
1514,170,partial-13x19,Black,13,16,problem-1514.sgf
1515,170,partial-13x19,Black,21,20,problem-1515.sgf
1516,170,partial-13x19,Black,21,21,problem-1516.sgf
1517,170,partial-13x19,Black,23,21,problem-1517.sgf
1518,170,partial-13x19,White,19,14,problem-1518.sgf
1519,170,partial-13x19,Black,18,10,problem-1519.sgf
1520,170,partial-13x19,Black,16,16,problem-1520.sgf
1521,170,partial-13x19,Black,2,2,problem-1521.sgf
1522,171,partial-13x19,Black,4,2,problem-1522.sgf
1523,171,partial-13x19,Black,4,6,problem-1523.sgf
1524,171,partial-13x19,Black,5,4,problem-1524.sgf
1525,171,partial-13x19,Black,14,13,problem-1525.sgf
1526,171,partial-13x19,Black,5,7,problem-1526.sgf
1527,171,partial-13x19,Black,6,6,problem-1527.sgf
1528,171,partial-13x19,Black,4,5,problem-1528.sgf
1529,171,partial-13x19,Black,7,9,problem-1529.sgf
1530,171,partial-13x19,Black,3,5,problem-1530.sgf
1531,172,partial-13x19,Black,12,11,problem-1531.sgf
1532,172,partial-13x19,Black,7,5,problem-1532.sgf
1533,172,partial-13x19,Black,16,17,problem-1533.sgf
1534,172,partial-13x19,Black,14,12,problem-1534.sgf
1535,172,partial-13x19,Black,6,9,problem-1535.sgf
1536,172,partial-13x19,Black,18,19,problem-1536.sgf
1537,172,partial-13x19,Black,14,14,problem-1537.sgf
1538,172,partial-13x19,Black,6,10,problem-1538.sgf
1539,172,partial-13x19,Black,14,14,problem-1539.sgf
1540,173,partial-13x19,Black,14,14,problem-1540.sgf
1541,173,partial-13x19,Black,3,1,problem-1541.sgf
1542,173,partial-13x19,Black,4,5,problem-1542.sgf
1543,173,partial-13x19,Black,5,5,problem-1543.sgf
1544,173,partial-13x19,Black,5,4,problem-1544.sgf
1545,173,partial-13x19,Black,5,6,problem-1545.sgf
1546,173,partial-13x19,Black,6,6,problem-1546.sgf
1547,173,partial-13x19,Black,7,6,problem-1547.sgf
1548,173,partial-13x19,Black,8,5,problem-1548.sgf
1549,174,partial-13x19,Black,9,8,problem-1549.sgf
1550,174,partial-13x19,Black,8,7,problem-1550.sgf
1551,174,partial-13x19,Black,7,6,problem-1551.sgf
1552,174,partial-13x19,Black,10,11,problem-1552.sgf
1553,174,partial-13x19,Black,14,13,problem-1553.sgf
1554,174,partial-13x19,Black,15,15,problem-1554.sgf
1555,174,partial-13x19,Black,4,3,problem-1555.sgf
1556,174,partial-13x19,Black,19,18,problem-1556.sgf
1557,174,partial-13x19,Black,8,7,problem-1557.sgf
1558,175,partial-13x19,Black,12,11,problem-1558.sgf
1559,175,partial-13x19,Black,4,7,problem-1559.sgf
1560,175,partial-13x19,Black,7,5,problem-1560.sgf
1561,175,partial-13x19,Black,5,8,problem-1561.sgf
1562,175,partial-13x19,Black,7,7,problem-1562.sgf
1563,175,partial-13x19,Black,8,11,problem-1563.sgf
1564,175,partial-13x19,Black,7,8,problem-1564.sgf
1565,175,partial-13x19,Black,10,9,problem-1565.sgf
1566,175,partial-13x19,Black,9,12,problem-1566.sgf
1567,176,partial-13x19,Black,9,11,problem-1567.sgf
1568,176,partial-13x19,Black,11,14,problem-1568.sgf
1569,176,partial-13x19,Black,10,11,problem-1569.sgf
1570,176,partial-13x19,Black,12,11,problem-1570.sgf
1571,176,partial-13x19,Black,5,6,problem-1571.sgf
1572,176,partial-13x19,Black,6,4,problem-1572.sgf
1573,176,partial-13x19,Black,7,6,problem-1573.sgf
1574,176,partial-13x19,Black,8,8,problem-1574.sgf
1575,176,partial-13x19,Black,10,9,problem-1575.sgf
1576,177,partial-13x19,Black,11,11,problem-1576.sgf
1577,177,partial-13x19,Black,2,6,problem-1577.sgf
1578,177,partial-13x19,Black,7,4,problem-1578.sgf
1579,177,partial-13x19,Black,9,9,problem-1579.sgf
1580,177,partial-13x19,Black,10,8,problem-1580.sgf
1581,177,partial-13x19,Black,14,17,problem-1581.sgf
1582,177,partial-13x19,Black,17,17,problem-1582.sgf
1583,177,partial-13x19,Black,9,8,problem-1583.sgf
1584,177,partial-13x19,Black,7,9,problem-1584.sgf
1585,178,partial-13x19,White,10,9,problem-1585.sgf
1586,178,partial-13x19,Black,9,10,problem-1586.sgf
1587,178,partial-13x19,Black,11,9,problem-1587.sgf
1588,178,partial-13x19,Black,16,14,problem-1588.sgf
